account_internal_id,hashedAccNo,account_type,bank_name,home_city,home_state,account_balance
ACCT_00001780,abb2f352521b27d4,Normal,HDFC Bank,Bardhaman,West Bengal,34687.14
ACCT_00001781,ec712104706bda1c,Normal,Punjab National Bank,Deoghar,Jharkhand,8473.32
ACCT_00001782,2f297ff6934b7f44,Normal,Axis Bank,Patna,Bihar,36298.83
ACCT_00001783,28ee0fa725c2840d,Normal,Bank of Baroda,Alwar,Rajasthan,1266.96
ACCT_00001784,fc7e5bf4dd3a7dc2,Normal,Kotak Mahindra Bank,Jaipur,Rajasthan,18138.44
ACCT_00001785,26a95fb40d51307a,Normal,Bank of Baroda,Delhi,Delhi,5989.37
ACCT_00001786,683d9b637d388ff9,Normal,HDFC Bank,Kolkata,West Bengal,3444.12
ACCT_00001787,4c03fdc7bf5fd34b,Normal,IndusInd Bank,Delhi,Delhi,110627.79
ACCT_00001788,98515346f2b752ad,Normal,HDFC Bank,Kaman,Rajasthan,11829.98
ACCT_00001789,3b2b1b0d88fac3dc,Normal,Bank of Baroda,Patna,Bihar,3139.35
ACCT_00001790,0651ccc2764f54ed,Normal,State Bank of India,Dhanbad,Jharkhand,10206.46
ACCT_00001791,d445c4feac2eefe4,Normal,State Bank of India,Bharatpur,Rajasthan,25177.3
ACCT_00001792,57cf1476c8e366bb,Normal,Canara Bank,Kaman,Rajasthan,9219.92
ACCT_00001793,850fddcee66b4539,Normal,Canara Bank,Alwar,Rajasthan,14166.29
ACCT_00001794,aacbf53ba8e98503,Normal,Bank of Baroda,Mathura,Uttar Pradesh,11424.33
ACCT_00001795,3db632fb31ee4145,Normal,ICICI Bank,Punahana,Haryana,20257.84
ACCT_00001796,5620e97530151969,Normal,HDFC Bank,Delhi,Delhi,7681.86
ACCT_00001797,7376bfe916c27e1e,Normal,Kotak Mahindra Bank,Delhi,Delhi,58619.36
ACCT_00001798,fb6eb73bfb903480,Normal,HDFC Bank,Dhanbad,Jharkhand,32925.81
ACCT_00001799,dc4d38f9fae9b36b,Normal,ICICI Bank,Kolkata,West Bengal,33284.34
ACCT_00001800,41caef4bf9fb5e05,Victim,ICICI Bank,Jaipur,Rajasthan,24410.54
ACCT_00001801,3af5d2f9811422ce,Normal,ICICI Bank,Kaman,Rajasthan,4441.22
ACCT_00001802,1d20f56030ee9e6b,Victim,State Bank of India,Punahana,Haryana,10359.2
ACCT_00001803,ce981feac5ab7bd7,Normal,Kotak Mahindra Bank,Alwar,Rajasthan,987.81
ACCT_00001804,576aec9aafe328a3,Normal,HDFC Bank,Bharatpur,Rajasthan,28227.24
ACCT_00001805,a56cc6b6f064b438,Normal,HDFC Bank,Kaman,Rajasthan,17452.82
ACCT_00001806,8cbc45ac2d58f18f,Normal,Axis Bank,Delhi,Delhi,4504.74
ACCT_00001807,667ff962f14524ce,Normal,Punjab National Bank,Kolkata,West Bengal,52007.95
ACCT_00001808,c0ba7fc8b6e5f9a2,Victim,ICICI Bank,Nalanda,Bihar,2597.62
ACCT_00001809,03cb9bed42c9dfe5,Normal,State Bank of India,Kolkata,West Bengal,6620.69
ACCT_00001810,dd13658babcdd00b,Normal,ICICI Bank,Punahana,Haryana,3270.04
ACCT_00001811,3afdfd36244b2a0c,Normal,ICICI Bank,Patna,Bihar,10445.48
ACCT_00001812,4eb0b023beb340e3,Mule_L2,State Bank of India,Patna,Bihar,3280.25
ACCT_00001813,fe3f6904527bd09d,Normal,ICICI Bank,Dumka,Jharkhand,5244.24
ACCT_00001814,708b3da093055bc2,Normal,Bank of Baroda,Nalanda,Bihar,26331.11
ACCT_00001815,2e40490be0026c7d,Normal,Punjab National Bank,Gurgaon/Gurugram,Haryana,22579.26
ACCT_00001816,c157670a61b970f9,Normal,Bank of Baroda,Delhi,Delhi,19321.33
ACCT_00001817,529794d25d340965,Normal,HDFC Bank,Alwar,Rajasthan,75336.44
ACCT_00001818,ce81cbe52702a556,Normal,State Bank of India,Dumka,Jharkhand,1774.79
ACCT_00001819,7a02408e89dbcea1,Normal,Canara Bank,Dumka,Jharkhand,34826.64
ACCT_00001820,0e965b8dcddae091,Normal,HDFC Bank,Alwar,Rajasthan,2307.7
ACCT_00001821,4f53b824790b4cf2,Normal,Canara Bank,Dhanbad,Jharkhand,36843.43
ACCT_00001822,b536a5afb547e0fd,Normal,ICICI Bank,Alwar,Rajasthan,31084.53
ACCT_00001823,ef3c972e739df0f9,Victim,Bank of Baroda,Delhi,Delhi,5312.75
ACCT_00001824,fbf0c5cf4e5a0023,Normal,HDFC Bank,Delhi,Delhi,25681.65
ACCT_00001825,ace98a6663e7a750,Normal,IndusInd Bank,Alwar,Rajasthan,7403.24
ACCT_00001826,eba7e38936a75348,Normal,Union Bank of India,Alwar,Rajasthan,15903.26
ACCT_00001827,68a518d2fc9507a2,Normal,Canara Bank,Bharatpur,Rajasthan,18775.78
ACCT_00001828,28abd93f191a5f84,Victim,ICICI Bank,Delhi,Delhi,3768.99
ACCT_00001829,92eaf004d19c89fb,Mule_L1,Axis Bank,Kaman,Rajasthan,2356.01
ACCT_00001830,0b3bd902faa1ab4b,Normal,HDFC Bank,Kaman,Rajasthan,3500.4
ACCT_00001831,014015ee72a26c32,Mule_L1,State Bank of India,Gurgaon/Gurugram,Haryana,60217.98
ACCT_00001832,b8a91605fbdcce10,Normal,ICICI Bank,Dhanbad,Jharkhand,8681.81
ACCT_00001833,d0cfdb43a0f6b218,Normal,HDFC Bank,Kolkata,West Bengal,3696.82
ACCT_00001834,f30ed56d7719093d,Normal,Punjab National Bank,Kolkata,West Bengal,4698.51
ACCT_00001835,af201361b9f86a95,Normal,Punjab National Bank,Bharatpur,Rajasthan,21416.31
ACCT_00001836,9b9ac4eebe1ef82b,Normal,Union Bank of India,Kolkata,West Bengal,4660.85
ACCT_00001837,ecd869ecf7a3bbf2,Normal,HDFC Bank,Alwar,Rajasthan,11519.42
ACCT_00001838,098612719f9244d5,Normal,State Bank of India,Alwar,Rajasthan,25706.77
ACCT_00001839,588994c9d974ce00,Victim,Bank of Baroda,Mathura,Uttar Pradesh,7457.41
ACCT_00001840,e6db0c87857129e8,Normal,Bank of Baroda,Kaman,Rajasthan,12231.35
ACCT_00001841,c7819c828e90f14e,Mule_L1,ICICI Bank,Kolkata,West Bengal,2986.95
ACCT_00001842,5ce0cea708d6d4d9,Normal,State Bank of India,Mathura,Uttar Pradesh,34852.27
ACCT_00001843,2b649fb6a8116311,Normal,State Bank of India,Kaman,Rajasthan,6872.92
ACCT_00001844,9b31ee225679c632,Normal,State Bank of India,Bharatpur,Rajasthan,46485.85
ACCT_00001845,4db4ebec7bfd994b,Normal,HDFC Bank,Agra,Uttar Pradesh,500.0
ACCT_00001846,aea354856fd6a578,Normal,Kotak Mahindra Bank,Kolkata,West Bengal,2126.86
ACCT_00001847,a3923801cb96f933,Normal,HDFC Bank,Delhi,Delhi,14596.45
ACCT_00001848,f7ca8f92d5f572d3,Normal,ICICI Bank,Deoghar,Jharkhand,12847.42
ACCT_00001849,b9e4ebdb931dc50d,Normal,Bank of Baroda,Alwar,Rajasthan,12644.1
ACCT_00001850,4c31b6863eb04085,Normal,Punjab National Bank,Kolkata,West Bengal,12462.07
ACCT_00001851,426fc4e053f5e9aa,Normal,Kotak Mahindra Bank,Bharatpur,Rajasthan,41470.11
ACCT_00001852,5fee012a8d268677,Normal,HDFC Bank,Deoghar,Jharkhand,146830.52
ACCT_00001853,776245aebfb4b529,Normal,State Bank of India,Patna,Bihar,44403.34
ACCT_00001854,762b797c67700ff3,Normal,State Bank of India,Delhi,Delhi,6759.81
ACCT_00001855,2f334c1e9f959b7f,Normal,Axis Bank,Bharatpur,Rajasthan,16418.52
ACCT_00001856,9555184c4fe5fe34,Victim,ICICI Bank,Mathura,Uttar Pradesh,2127.63
ACCT_00001857,c78d1393dbf65950,Normal,Kotak Mahindra Bank,Patna,Bihar,8762.56
ACCT_00001858,6d75b666f5e7a541,Normal,HDFC Bank,Deoghar,Jharkhand,5430.37
ACCT_00001859,6058b0408f35aa9e,Normal,Punjab National Bank,Patna,Bihar,25894.98
ACCT_00001860,d2aeef93bc05dcea,Normal,State Bank of India,Delhi,Delhi,17657.36
ACCT_00001861,7aacf7f2a40d6019,Victim,Canara Bank,Bharatpur,Rajasthan,9059.77
ACCT_00001862,e5736f0b6e4ee2fe,Mule_L1,Canara Bank,Kolkata,West Bengal,158621.63
ACCT_00001863,33741667db01194c,Normal,Axis Bank,Alwar,Rajasthan,3572.4
ACCT_00001864,757986dea32f5466,Normal,HDFC Bank,Kolkata,West Bengal,3120.11
ACCT_00001865,7d9d17f72313c928,Normal,State Bank of India,Delhi,Delhi,84878.49
ACCT_00001866,2538a953e7fda2da,Normal,Kotak Mahindra Bank,Gurgaon/Gurugram,Haryana,18916.83
ACCT_00001867,0df8d163e4f5564a,Normal,Punjab National Bank,Agra,Uttar Pradesh,3443.99
ACCT_00001868,36d2fa860551e473,Mule_L1,ICICI Bank,Bharatpur,Rajasthan,1489.39
ACCT_00001869,68dcc253417b79da,Normal,ICICI Bank,Jaipur,Rajasthan,7981.26
ACCT_00001870,bfb9ae7dc32765fd,Normal,State Bank of India,Bharatpur,Rajasthan,179302.29
ACCT_00001871,ce0f567d5ec44c78,Victim,ICICI Bank,Kolkata,West Bengal,161334.67
ACCT_00001872,5e34d35792a1dee9,Normal,Punjab National Bank,Punahana,Haryana,17183.38
ACCT_00001873,c5bf837ce4c76637,Normal,HDFC Bank,Kolkata,West Bengal,11698.68
ACCT_00001874,1b04cecf3f94affc,Normal,HDFC Bank,Kolkata,West Bengal,6539.79
ACCT_00001875,f20925db2b79865a,Normal,Kotak Mahindra Bank,Delhi,Delhi,99567.71
ACCT_00001876,a34c87b8b4ea122a,Normal,Union Bank of India,Alwar,Rajasthan,29635.87
ACCT_00001877,44951f1c291c6615,Normal,State Bank of India,Punahana,Haryana,5318.36
ACCT_00001878,d6866b9af768c3ce,Normal,State Bank of India,Delhi,Delhi,4572.85
ACCT_00001879,f4e8bbc7e1510076,Normal,HDFC Bank,Alwar,Rajasthan,6280.89
ACCT_00001880,56255153c6b9bc7a,Normal,State Bank of India,Delhi,Delhi,78754.25
ACCT_00001881,1ba07b3e42e7dcdb,Normal,Axis Bank,Nalanda,Bihar,15203.26
ACCT_00001882,c60a11fc222321d4,Normal,HDFC Bank,Kolkata,West Bengal,5111.31
ACCT_00001883,4fdd094ddea9ce4e,Normal,Punjab National Bank,Patna,Bihar,13761.89
ACCT_00001884,aacf3e583aae8251,Normal,State Bank of India,Kolkata,West Bengal,26643.24
ACCT_00001885,4bea1bf7370b06e1,Normal,Punjab National Bank,Dhanbad,Jharkhand,148968.46
ACCT_00001886,a05b6ba4c72edd44,Normal,HDFC Bank,Kolkata,West Bengal,5210.16
ACCT_00001887,ab22d25a00a9be42,Normal,Kotak Mahindra Bank,Dumka,Jharkhand,3473.53
ACCT_00001888,33912986a98ac6ea,Normal,Bank of Baroda,Kolkata,West Bengal,85849.77
ACCT_00001889,05cea5c1808cae67,Normal,Punjab National Bank,Jaipur,Rajasthan,20374.8
ACCT_00001890,98cc8f7b4d877829,Normal,Bank of Baroda,Bharatpur,Rajasthan,13617.36
ACCT_00001891,1b9ea23a293aa1ee,Normal,HDFC Bank,Delhi,Delhi,1221.79
ACCT_00001892,e8dbbee5e9d33584,Normal,HDFC Bank,Kolkata,West Bengal,8059.24
ACCT_00001893,a3dbc6a77417dfdc,Normal,Axis Bank,Delhi,Delhi,1441.68
ACCT_00001894,6ee3491c689fa03b,Normal,Bank of Baroda,Kaman,Rajasthan,84262.65
ACCT_00001895,84cb6c30c930618d,Normal,Canara Bank,Patna,Bihar,3491.09
ACCT_00001896,e3baf05ab89fb3ff,Normal,Kotak Mahindra Bank,Patna,Bihar,70363.87
ACCT_00001897,e0c16c64c0c42cb7,Normal,HDFC Bank,Alwar,Rajasthan,907.82
ACCT_00001898,fa7bcb56f9145042,Normal,HDFC Bank,Agra,Uttar Pradesh,28589.53
ACCT_00001899,e02013bfaefc877a,Normal,State Bank of India,Punahana,Haryana,8923.01
ACCT_00001900,d34fd2068a96648a,Normal,Axis Bank,Delhi,Delhi,21167.93
ACCT_00001901,30dabd3e73ff5737,Normal,Kotak Mahindra Bank,Mathura,Uttar Pradesh,20445.29
ACCT_00001902,4091ccb0c43c7f4e,Normal,State Bank of India,Deoghar,Jharkhand,12267.57
ACCT_00001903,aa9bcb21b7f3fdc6,Normal,State Bank of India,Mathura,Uttar Pradesh,7576.22
ACCT_00001904,72998ff0657e80ac,Normal,State Bank of India,Bharatpur,Rajasthan,6946.91
ACCT_00001905,0123e86100b566f7,Normal,Punjab National Bank,Kolkata,West Bengal,4278.63
ACCT_00001906,626b6cb57af96de2,Normal,Punjab National Bank,Patna,Bihar,24886.93
ACCT_00001907,0ca5bc745f083242,Normal,Punjab National Bank,Delhi,Delhi,3386.01
ACCT_00001908,ddc5b801e32f9bd5,Normal,State Bank of India,Mathura,Uttar Pradesh,9530.23
ACCT_00001909,93a2f21c6f6dff89,Normal,HDFC Bank,Punahana,Haryana,7715.68
ACCT_00001910,4d94b30716d9c2cf,Normal,ICICI Bank,Nalanda,Bihar,5149.94
ACCT_00001911,d66865f82b0dfca4,Normal,Punjab National Bank,Patna,Bihar,40241.03
ACCT_00001912,74f6cb6b60b364c5,Normal,Union Bank of India,Bardhaman,West Bengal,3604.47
ACCT_00001913,ef5f78017f721cf2,Normal,Bank of Baroda,Howrah,West Bengal,3130.62
ACCT_00001914,3018cc24f7166f86,Normal,Canara Bank,Patna,Bihar,23264.99
ACCT_00001915,5d03c8cd7f3ac6dd,Mule_L1,Bank of Baroda,Gurgaon/Gurugram,Haryana,64794.69
ACCT_00001916,6e0c51153566951a,Normal,Bank of Baroda,Kaman,Rajasthan,18991.45
ACCT_00001917,ba86611033722148,Normal,Punjab National Bank,Howrah,West Bengal,33266.23
ACCT_00001918,052531abd12d7ba0,Victim,Axis Bank,Punahana,Haryana,33206.51
ACCT_00001919,dea6961c383d0082,Normal,ICICI Bank,Nalanda,Bihar,14787.68
ACCT_00001920,d2a293b70bb1e4fa,Normal,State Bank of India,Patna,Bihar,8363.66
ACCT_00001921,3cd7e8954f3eed63,Normal,IndusInd Bank,Bardhaman,West Bengal,42857.52
ACCT_00001922,8fc436636908ac42,Normal,State Bank of India,Deoghar,Jharkhand,23700.71
ACCT_00001923,037a9a529b6e12af,Normal,Punjab National Bank,Nalanda,Bihar,1305.09
ACCT_00001924,9f7892ff634e9488,Normal,IndusInd Bank,Dumka,Jharkhand,7537.46
ACCT_00001925,8eea3d042caca838,Normal,State Bank of India,Punahana,Haryana,7188.63
ACCT_00001926,4b1436f55549f4da,Normal,Kotak Mahindra Bank,Patna,Bihar,17578.25
ACCT_00001927,e9817e728d56962d,Normal,HDFC Bank,Kolkata,West Bengal,11442.94
ACCT_00001928,8d1f9e8ada54c749,Normal,ICICI Bank,Patna,Bihar,156836.25
ACCT_00001929,72862af6f970799a,Normal,State Bank of India,Delhi,Delhi,14386.29
ACCT_00001930,cc0bfbffeb5803bb,Normal,State Bank of India,Bharatpur,Rajasthan,12640.32
ACCT_00001931,d5d0e6f1618acf52,Normal,State Bank of India,Deoghar,Jharkhand,3236.5
ACCT_00001932,e302c233e4b40e34,Mule_L1,Union Bank of India,Bharatpur,Rajasthan,28150.72
ACCT_00001933,026fb2d425d37d1a,Normal,HDFC Bank,Bardhaman,West Bengal,12149.46
ACCT_00001934,43436289772eec26,Normal,ICICI Bank,Alwar,Rajasthan,57512.62
ACCT_00001935,dd619b45385832f7,Normal,Punjab National Bank,Alwar,Rajasthan,1956.52
ACCT_00001936,e767a7bd5bcc12da,Victim,State Bank of India,Alwar,Rajasthan,11337.5
ACCT_00001937,d4516f5e4cb38b21,Normal,HDFC Bank,Patna,Bihar,2371.2
ACCT_00001938,7ae52780be65246b,Normal,ICICI Bank,Alwar,Rajasthan,17877.21
ACCT_00001939,b8c60cab59fbe410,Normal,HDFC Bank,Alwar,Rajasthan,2352.85
ACCT_00001940,96ba5eeb3a1c6f36,Normal,Kotak Mahindra Bank,Alwar,Rajasthan,14830.0
ACCT_00001941,2233c01e956b6077,Normal,State Bank of India,Kolkata,West Bengal,3917.01
ACCT_00001942,2a7505922acccfec,Normal,HDFC Bank,Kolkata,West Bengal,23875.71
ACCT_00001943,1554d035114ce158,Normal,Kotak Mahindra Bank,Delhi,Delhi,17881.95
ACCT_00001944,ca1a771f715574a0,Normal,HDFC Bank,Dhanbad,Jharkhand,22995.09
ACCT_00001945,7cd4303e97e98529,Victim,State Bank of India,Bardhaman,West Bengal,2346.29
ACCT_00001946,e339abe73bfba4c6,Mule_L1,HDFC Bank,Gurgaon/Gurugram,Haryana,69965.38
ACCT_00001947,8a68eb2f6cb1f1ef,Normal,ICICI Bank,Kolkata,West Bengal,11201.14
ACCT_00001948,3538b4a11e85174d,Normal,HDFC Bank,Bardhaman,West Bengal,13356.56
ACCT_00001949,0d90d7b80a38fa9b,Normal,Union Bank of India,Patna,Bihar,19514.8
ACCT_00001950,8c69baf2949eb0e1,Normal,HDFC Bank,Delhi,Delhi,3006.81
ACCT_00001951,c74e29a4c9fe89a9,Normal,ICICI Bank,Kaman,Rajasthan,2125.78
ACCT_00001952,11d3b6a3ebc435cf,Normal,HDFC Bank,Delhi,Delhi,58587.95
ACCT_00001953,764a48bf8c7912b4,Normal,HDFC Bank,Alwar,Rajasthan,24554.23
ACCT_00001954,4d7349b6663110e1,Normal,ICICI Bank,Dhanbad,Jharkhand,2388.6
ACCT_00001955,d073f7bef0713074,Normal,Punjab National Bank,Delhi,Delhi,1609.2
ACCT_00001956,6c8b32b4acee84cd,Normal,ICICI Bank,Delhi,Delhi,5568.37
ACCT_00001957,c9cb7efea4f88368,Normal,Union Bank of India,Punahana,Haryana,5140.26
ACCT_00001958,d6e26a283b9bfb97,Normal,Bank of Baroda,Bharatpur,Rajasthan,3284.02
ACCT_00001959,290c2d0a61d8db60,Normal,ICICI Bank,Patna,Bihar,8010.0
ACCT_00001960,6f315423ca216fb6,Normal,Punjab National Bank,Dhanbad,Jharkhand,3532.35
ACCT_00001961,7922f9b3cf82663d,Normal,State Bank of India,Patna,Bihar,3684.19
ACCT_00001962,0e879be1d526f0f1,Normal,Union Bank of India,Kolkata,West Bengal,3515.9
ACCT_00001963,2587ca8f06cd4003,Normal,State Bank of India,Delhi,Delhi,23529.23
ACCT_00001964,39ddbd6e9d267faf,Normal,Axis Bank,Mathura,Uttar Pradesh,4313.35
ACCT_00001965,1857b0551277b69d,Normal,State Bank of India,Delhi,Delhi,14370.02
ACCT_00001966,c84fa936f6e1b16b,Mule_L1,Punjab National Bank,Kolkata,West Bengal,8019.49
ACCT_00001967,17d02d3bf713b03b,Normal,State Bank of India,Deoghar,Jharkhand,15112.84
ACCT_00001968,edf0ca78d7db96e0,Normal,Bank of Baroda,Dumka,Jharkhand,25572.73
ACCT_00001969,03fe62c18192221a,Normal,ICICI Bank,Faridabad,Haryana,21341.02
ACCT_00001970,20f6635cdad1806d,Normal,HDFC Bank,Alwar,Rajasthan,8820.1
ACCT_00001971,5f16333f969dfd37,Normal,State Bank of India,Alwar,Rajasthan,8338.75
ACCT_00001972,e384068db5f242a9,Mule_L1,State Bank of India,Delhi,Delhi,4894.54
ACCT_00001973,6d9c2081a1ddb206,Normal,HDFC Bank,Patna,Bihar,7730.3
ACCT_00001974,8a146576696c591c,Normal,ICICI Bank,Delhi,Delhi,17472.04
ACCT_00001975,41d06fe2691c9a2f,Normal,State Bank of India,Kolkata,West Bengal,29503.07
ACCT_00001976,35ae339a0a22e46b,Normal,State Bank of India,Punahana,Haryana,27438.44
ACCT_00001977,e034e94e419bfc3e,Normal,State Bank of India,Alwar,Rajasthan,929.33
ACCT_00001978,aa8abfef6801dd2b,Normal,Bank of Baroda,Kaman,Rajasthan,6571.54
ACCT_00001979,d5ede770ad94339d,Normal,HDFC Bank,Delhi,Delhi,8071.91
ACCT_00001980,816d7d973877eff5,Normal,State Bank of India,Bardhaman,West Bengal,13429.81
ACCT_00001981,5f37f46b079eae2d,Normal,Canara Bank,Kolkata,West Bengal,117422.55
ACCT_00001982,6bd6b4bf107fea2a,Normal,State Bank of India,Patna,Bihar,4808.56
ACCT_00001983,28283a7988f7b573,Normal,Punjab National Bank,Punahana,Haryana,76810.69
ACCT_00001984,fa85036151d1e065,Normal,Bank of Baroda,Delhi,Delhi,41388.13
ACCT_00001985,b33de42a07fff683,Normal,Bank of Baroda,Patna,Bihar,46517.27
ACCT_00001986,36097ff8e27548c5,Normal,Punjab National Bank,Delhi,Delhi,21830.07
ACCT_00001987,822bf6e89008ac16,Normal,Kotak Mahindra Bank,Kaman,Rajasthan,8493.73
ACCT_00001988,8623f7239a800bea,Normal,Axis Bank,Jaipur,Rajasthan,17827.78
ACCT_00001989,41724c65e8bb4b01,Normal,HDFC Bank,Faridabad,Haryana,9078.62
ACCT_00001990,d60dc0c719f2e22d,Normal,Canara Bank,Mathura,Uttar Pradesh,4999.35
ACCT_00001991,dc44d6641d259516,Mule_L1,Punjab National Bank,Delhi,Delhi,5735.32
ACCT_00001992,7225b967bf4f9866,Normal,Kotak Mahindra Bank,Bharatpur,Rajasthan,79418.68
ACCT_00001993,e5561b0ba0f87c4c,Victim,Axis Bank,Alwar,Rajasthan,4429.4
ACCT_00001994,37691fb312855ebc,Normal,ICICI Bank,Alwar,Rajasthan,26930.08
ACCT_00001995,8d63624fec7db90e,Normal,Punjab National Bank,Jaipur,Rajasthan,75425.83
ACCT_00001996,8103e697193c73b3,Normal,ICICI Bank,Bharatpur,Rajasthan,11221.26
ACCT_00001997,c84c225c506e544e,Normal,ICICI Bank,Punahana,Haryana,21275.87
ACCT_00001998,d31c62e6343c9aa1,Mule_L1,Canara Bank,Bardhaman,West Bengal,14180.53
ACCT_00001999,f3bcfca13691b88e,Normal,HDFC Bank,Delhi,Delhi,8309.62
ACCT_00002000,2a14844f7c420c12,Mule_L1,State Bank of India,Deoghar,Jharkhand,276318.43
ACCT_00002001,7d70677f2f05297a,Victim,State Bank of India,Mathura,Uttar Pradesh,1809.5
ACCT_00002002,d1419d52b2c6bb44,Normal,Canara Bank,Gurgaon/Gurugram,Haryana,5578.2
ACCT_00002003,e30372b7087b69d1,Normal,HDFC Bank,Kolkata,West Bengal,111396.91
ACCT_00002004,2c8dbd2a4232c7f8,Mule_L2,HDFC Bank,Delhi,Delhi,24292.69
ACCT_00002005,acb55e795b74749f,Normal,HDFC Bank,Kolkata,West Bengal,7362.96
ACCT_00002006,317302e273a9f4c7,Victim,IndusInd Bank,Alwar,Rajasthan,19267.89
ACCT_00002007,c49fe1dfed3376c5,Normal,State Bank of India,Jaipur,Rajasthan,97166.7
ACCT_00002008,b563005e2d99f963,Victim,State Bank of India,Dumka,Jharkhand,13901.84
ACCT_00002009,d299768dee582075,Normal,HDFC Bank,Delhi,Delhi,12653.25
ACCT_00002010,0d459db309f8f9a9,Normal,Union Bank of India,Bharatpur,Rajasthan,9675.73
ACCT_00002011,47448b96a5911976,Normal,State Bank of India,Alwar,Rajasthan,6799.94
ACCT_00002012,b47622a8ceb1be21,Normal,Punjab National Bank,Gurgaon/Gurugram,Haryana,6236.81
ACCT_00002013,3d0cc60f27933f19,Normal,Axis Bank,Kaman,Rajasthan,5912.64
ACCT_00002014,6aad093753193230,Normal,State Bank of India,Kaman,Rajasthan,18025.08
ACCT_00002015,a742dd31ac859a8d,Normal,HDFC Bank,Delhi,Delhi,25195.57
ACCT_00002016,cf8c8daddd44d0cb,Normal,Canara Bank,Bardhaman,West Bengal,18488.67
ACCT_00002017,112960aafff53e04,Normal,ICICI Bank,Kaman,Rajasthan,1093.88
ACCT_00002018,9627f95e6982fe37,Normal,Axis Bank,Bharatpur,Rajasthan,12735.63
ACCT_00002019,21b540a964e1e0f8,Normal,Axis Bank,Delhi,Delhi,13111.44
ACCT_00002020,77d27c8f749b7a0b,Victim,Bank of Baroda,Delhi,Delhi,19625.43
ACCT_00002021,64f0d302f146460f,Normal,State Bank of India,Alwar,Rajasthan,6499.97
ACCT_00002022,01d5b1f56ad95378,Normal,HDFC Bank,Bharatpur,Rajasthan,8384.09
ACCT_00002023,483f39d0d51005c1,Normal,State Bank of India,Mathura,Uttar Pradesh,10780.81
ACCT_00002024,4e71fb15fcffa7aa,Normal,State Bank of India,Bharatpur,Rajasthan,1088.99
ACCT_00002025,124f84826ac3476f,Normal,State Bank of India,Alwar,Rajasthan,141085.29
ACCT_00002026,2ab3c04cc9fde5d6,Normal,ICICI Bank,Jaipur,Rajasthan,38431.37
ACCT_00002027,50e7ab33089ee8bd,Normal,Kotak Mahindra Bank,Kolkata,West Bengal,2122.14
ACCT_00002028,63db82e06a16013c,Mule_L2,Kotak Mahindra Bank,Kolkata,West Bengal,4759.44
ACCT_00002029,dfacffe7f4e06ca9,Mule_L1,State Bank of India,Jaipur,Rajasthan,7463.42
ACCT_00002030,033fa78c3b951642,Normal,HDFC Bank,Delhi,Delhi,2156.37
ACCT_00002031,fc29a14566c39717,Normal,State Bank of India,Delhi,Delhi,29899.53
ACCT_00002032,d98d7ef251a4e25a,Normal,Bank of Baroda,Alwar,Rajasthan,2443.5
ACCT_00002033,52b12a896304730f,Normal,HDFC Bank,Agra,Uttar Pradesh,16082.0
ACCT_00002034,a0f6ebb3b2b249b9,Normal,Kotak Mahindra Bank,Alwar,Rajasthan,106553.66
ACCT_00002035,d28feb870f72e51e,Normal,ICICI Bank,Mathura,Uttar Pradesh,27063.35
ACCT_00002036,14d99f0921049cdf,Normal,HDFC Bank,Alwar,Rajasthan,61595.02
ACCT_00002037,a9d14d644bce9847,Normal,Canara Bank,Dumka,Jharkhand,23362.79
ACCT_00002038,8872dc3e6f48891f,Normal,State Bank of India,Delhi,Delhi,54276.4
ACCT_00002039,2b4c36f2b2f3eb62,Normal,Kotak Mahindra Bank,Delhi,Delhi,20911.54
ACCT_00002040,61598c8532801361,Normal,State Bank of India,Bharatpur,Rajasthan,14328.19
ACCT_00002041,ceaf7ecb6ee55ba3,Normal,State Bank of India,Alwar,Rajasthan,146062.77
ACCT_00002042,32be640d637613bd,Normal,Bank of Baroda,Kolkata,West Bengal,41685.62
ACCT_00002043,849d0949ce08f5dc,Normal,ICICI Bank,Kolkata,West Bengal,3194.64
ACCT_00002044,12f4ac879fded860,Normal,State Bank of India,Kaman,Rajasthan,11011.54
ACCT_00002045,02dded9d421b6640,Normal,Kotak Mahindra Bank,Delhi,Delhi,10746.78
ACCT_00002046,b21608559e4894c9,Victim,HDFC Bank,Kolkata,West Bengal,5449.39
ACCT_00002047,54b89abfdea32ae4,Normal,Bank of Baroda,Alwar,Rajasthan,5803.2
ACCT_00002048,df36d449d6befd46,Normal,ICICI Bank,Dumka,Jharkhand,8037.16
ACCT_00002049,9e4b1d54c6a81a0f,Normal,State Bank of India,Mathura,Uttar Pradesh,6455.56
ACCT_00002050,7e999e1f32575568,Normal,ICICI Bank,Mathura,Uttar Pradesh,23117.21
ACCT_00002051,2411410dc7e1fbc7,Victim,State Bank of India,Patna,Bihar,8161.42
ACCT_00002052,e9f443f6b54e5df0,Normal,Axis Bank,Bharatpur,Rajasthan,6732.45
ACCT_00002053,bb0e08eebe2d0f08,Mule_L1,HDFC Bank,Bharatpur,Rajasthan,6020.5
ACCT_00002054,77faed11a7732419,Normal,Punjab National Bank,Faridabad,Haryana,3210.5
ACCT_00002055,56807d1a8a7ab501,Normal,Axis Bank,Punahana,Haryana,15632.54
ACCT_00002056,8cdb9912b1afd889,Mule_L3,Axis Bank,Deoghar,Jharkhand,10266.37
ACCT_00002057,5418ffbf02e61f7e,Normal,Axis Bank,Alwar,Rajasthan,154272.51
